customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_month_in_2011
SV15363,California,1,Extended,High School or Below,2011-01-07,Employed,M,Suburban,Married,Personal,2,2,Call Center,Two-Door Car,Large,1
ZM84839,California,0,Basic,College,2011-02-27,Employed,F,Rural,Married,Personal,1,1,Web,Two-Door Car,Midsize,2
ZO31878,Oregon,0,Basic,Master,2011-02-04,Employed,F,Urban,Married,Personal,3,1,Call Center,Four-Door Car,Small,2
BU70181,Arizona,1,Basic,Master,2011-01-31,Employed,M,Rural,Divorced,Personal,3,2,Branch,Four-Door Car,Small,1
RN20799,Arizona,0,Basic,High School or Below,2011-01-27,Retired,F,Suburban,Married,Personal,2,2,Agent,Four-Door Car,Small,1
VF58561,Oregon,0,Basic,Bachelor,2011-02-08,Employed,F,Suburban,Divorced,Personal,3,1,Agent,Four-Door Car,Midsize,2
HU26687,California,0,Basic,Bachelor,2011-01-18,Employed,M,Rural,Married,Personal,3,2,Branch,Four-Door Car,Midsize,1
VT84289,California,0,Basic,College,2011-02-06,Employed,F,Suburban,Single,Personal,1,1,Agent,Four-Door Car,Midsize,2
ZG17326,Oregon,0,Basic,Bachelor,2011-02-11,Employed,M,Suburban,Married,Personal,2,2,Agent,Four-Door Car,Large,2
ZR84007,Arizona,0,Basic,Bachelor,2011-01-05,Employed,M,Suburban,Single,Personal,1,2,Branch,Four-Door Car,Midsize,1
YR76491,Oregon,0,Extended,College,2011-01-22,Unemployed,F,Rural,Married,Personal,2,2,Branch,SUV,Midsize,1
NY93341,Arizona,0,Basic,High School or Below,2011-02-16,Employed,F,Rural,Married,Personal,2,3,Branch,SUV,Midsize,2
BC87161,Oregon,1,Basic,Bachelor,2011-01-03,Employed,M,Suburban,Married,Personal,1,2,Agent,Two-Door Car,Midsize,1
PW23851,Oregon,0,Extended,Bachelor,2011-01-15,Employed,F,Suburban,Married,Personal,2,1,Agent,SUV,Small,1
UM73815,Arizona,0,Premium,High School or Below,2011-01-13,Employed,F,Suburban,Married,Personal,3,1,Call Center,SUV,Midsize,1
HW19506,Arizona,1,Extended,High School or Below,2011-01-27,Employed,F,Suburban,Married,Personal,3,1,Branch,SUV,Midsize,1
OW15518,Washington,0,Extended,College,2011-01-10,Unemployed,F,Rural,Married,Personal,2,2,Web,Two-Door Car,Midsize,1
BR28896,Nevada,0,Extended,High School or Below,2011-01-10,Employed,M,Urban,Single,Personal,3,2,Web,Two-Door Car,Large,1
PD32943,Oregon,0,Basic,Bachelor,2011-01-06,Unemployed,M,Suburban,Married,Personal,3,2,Branch,Four-Door Car,Small,1
GM83516,Arizona,0,Basic,College,2011-01-07,Employed,M,Suburban,Divorced,Corporate,2,2,Agent,Four-Door Car,Midsize,1
BK15048,Arizona,0,Basic,College,2011-01-20,Unemployed,M,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Small,1
JW15941,California,0,Extended,Master,2011-01-29,Employed,M,Rural,Married,Personal,3,2,Web,Two-Door Car,Midsize,1
GP20408,Oregon,1,Extended,College,2011-01-28,Employed,F,Suburban,Married,Personal,3,2,Agent,Two-Door Car,Small,1
AM57175,Oregon,0,Extended,High School or Below,2011-01-06,Employed,F,Suburban,Divorced,Personal,3,1,Branch,Four-Door Car,Small,1
RI40862,Nevada,0,Basic,College,2011-02-18,Employed,M,Urban,Married,Personal,3,1,Agent,Four-Door Car,Small,2
EY86980,Oregon,0,Extended,Bachelor,2011-01-14,Employed,M,Rural,Single,Corporate,2,4,Agent,Two-Door Car,Midsize,1
FG24850,Oregon,1,Basic,Master,2011-01-28,Disabled,F,Suburban,Divorced,Personal,2,1,Agent,Four-Door Car,Small,1
JB39997,California,0,Extended,College,2011-02-24,Employed,F,Rural,Married,Personal,1,4,Call Center,Four-Door Car,Midsize,2
CG43444,California,0,Extended,Bachelor,2011-01-27,Employed,F,Rural,Divorced,Personal,3,2,Branch,Four-Door Car,Small,1
ZG69918,Oregon,0,Basic,College,2011-01-14,Disabled,M,Urban,Married,Special,2,1,Call Center,Four-Door Car,Midsize,1
GM70734,California,0,Extended,College,2011-01-29,Medical Leave,F,Urban,Divorced,Corporate,3,1,Agent,Two-Door Car,Midsize,1
PM14429,California,0,Extended,College,2011-02-04,Employed,M,Urban,Single,Personal,3,1,Branch,Four-Door Car,Midsize,2
PS25185,Washington,0,Premium,Bachelor,2011-01-20,Medical Leave,F,Suburban,Single,Corporate,3,1,Web,Two-Door Car,Midsize,1
YE70791,California,1,Basic,High School or Below,2011-02-26,Medical Leave,M,Suburban,Single,Personal,2,2,Call Center,Four-Door Car,Midsize,2
UN52560,Arizona,0,Extended,Bachelor,2011-02-14,Employed,M,Suburban,Married,Personal,3,2,Branch,Four-Door Car,Small,2
SS95187,Arizona,0,Extended,Bachelor,2011-01-29,Employed,M,Urban,Divorced,Personal,3,4,Branch,Four-Door Car,Midsize,1
OU62959,California,0,Basic,Bachelor,2011-02-09,Employed,M,Urban,Married,Personal,2,3,Web,Luxury SUV,Midsize,2
ZV36800,Oregon,0,Basic,Bachelor,2011-01-23,Disabled,M,Suburban,Married,Corporate,3,3,Branch,Sports Car,Midsize,1
XF83901,Arizona,0,Premium,College,2011-01-12,Unemployed,F,Suburban,Single,Personal,2,1,Branch,Four-Door Car,Large,1
RE12758,California,0,Extended,High School or Below,2011-02-22,Employed,M,Suburban,Married,Personal,3,4,Agent,Four-Door Car,Midsize,2
CH97666,California,0,Basic,Bachelor,2011-01-14,Retired,M,Suburban,Married,Personal,1,3,Web,Sports Car,Midsize,1
NU25698,Oregon,0,Extended,High School or Below,2011-02-16,Employed,F,Suburban,Married,Personal,3,1,Agent,SUV,Midsize,2
ZV80216,Oregon,1,Premium,High School or Below,2011-01-26,Unemployed,M,Suburban,Married,Personal,1,2,Web,SUV,Midsize,1
PB47955,Oregon,0,Basic,Bachelor,2011-01-11,Unemployed,F,Suburban,Single,Personal,3,2,Branch,SUV,Midsize,1
BD36887,Nevada,0,Basic,College,2011-01-27,Employed,F,Suburban,Married,Personal,1,1,Agent,Sports Car,Midsize,1
JG65202,Oregon,0,Basic,High School or Below,2011-01-29,Unemployed,M,Suburban,Single,Personal,3,1,Agent,Two-Door Car,Midsize,1
YV76240,Oregon,0,Extended,College,2011-01-04,Employed,F,Urban,Married,Corporate,2,1,Call Center,SUV,Large,1
LN28900,California,0,Extended,Bachelor,2011-02-23,Unemployed,M,Suburban,Single,Personal,1,1,Web,Four-Door Car,Small,2
IN77241,Washington,0,Basic,Bachelor,2011-02-06,Employed,M,Urban,Married,Corporate,1,2,Branch,Two-Door Car,Midsize,2
DI42246,Arizona,0,Basic,College,2011-01-20,Unemployed,M,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,1
SE86346,Nevada,0,Basic,College,2011-02-16,Employed,F,Suburban,Married,Corporate,3,2,Web,Four-Door Car,Small,2
FK46365,Washington,0,Basic,College,2011-02-03,Employed,F,Suburban,Married,Personal,3,2,Agent,SUV,Small,2
XW93623,Nevada,0,Basic,Bachelor,2011-02-09,Employed,M,Urban,Married,Personal,3,3,Agent,Luxury SUV,Midsize,2
FJ62579,Oregon,0,Basic,High School or Below,2011-01-20,Unemployed,M,Suburban,Divorced,Personal,3,1,Call Center,Luxury SUV,Small,1
ZZ22193,California,0,Basic,Master,2011-01-05,Employed,F,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,1
ZY77695,Arizona,0,Basic,Bachelor,2011-01-10,Unemployed,M,Suburban,Single,Personal,3,1,Agent,Two-Door Car,Midsize,1
ZJ65064,California,0,Basic,College,2011-02-05,Unemployed,F,Suburban,Single,Personal,1,3,Call Center,Four-Door Car,Midsize,2
FA59186,California,0,Basic,High School or Below,2011-01-14,Unemployed,M,Suburban,Single,Personal,2,1,Web,Two-Door Car,Midsize,1
XS74336,Washington,0,Basic,High School or Below,2011-02-22,Unemployed,F,Suburban,Single,Personal,3,4,Web,Four-Door Car,Small,2
RT80802,Nevada,0,Basic,College,2011-01-19,Disabled,M,Rural,Married,Personal,3,1,Branch,Sports Car,Small,1
KN65809,Washington,0,Extended,High School or Below,2011-01-04,Unemployed,F,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Small,1
QF17381,Arizona,0,Basic,Bachelor,2011-01-06,Unemployed,F,Suburban,Married,Corporate,3,1,Agent,Four-Door Car,Small,1
JF16897,Oregon,0,Basic,High School or Below,2011-02-23,Employed,F,Suburban,Married,Personal,3,1,Branch,Four-Door Car,Midsize,2
PB90912,California,0,Basic,High School or Below,2011-02-08,Employed,M,Suburban,Married,Personal,2,2,Web,Luxury SUV,Large,2
CH50339,Arizona,0,Basic,Master,2011-01-08,Unemployed,F,Suburban,Married,Corporate,2,4,Call Center,Four-Door Car,Small,1
GU41198,California,0,Extended,Bachelor,2011-01-07,Employed,F,Suburban,Divorced,Corporate,3,1,Call Center,Four-Door Car,Midsize,1
CT96082,Oregon,0,Basic,Bachelor,2011-01-05,Disabled,F,Rural,Married,Corporate,3,1,Call Center,Two-Door Car,Midsize,1
KP26590,Nevada,0,Extended,Bachelor,2011-02-16,Employed,F,Rural,Married,Personal,2,1,Branch,Four-Door Car,Large,2
BI34286,Oregon,0,Extended,Master,2011-02-27,Employed,M,Suburban,Married,Corporate,2,1,Branch,Four-Door Car,Midsize,2
XJ97760,California,0,Basic,Master,2011-01-01,Employed,M,Urban,Single,Personal,1,1,Call Center,Four-Door Car,Midsize,1
SJ88799,Washington,0,Premium,High School or Below,2011-01-05,Employed,M,Suburban,Single,Personal,2,3,Agent,Four-Door Car,Midsize,1
RC74014,Oregon,0,Basic,College,2011-01-27,Unemployed,F,Suburban,Single,Special,3,3,Web,Two-Door Car,Small,1
CP66511,Oregon,0,Basic,High School or Below,2011-02-10,Employed,M,Urban,Married,Personal,3,2,Agent,Two-Door Car,Small,2
JG13893,Nevada,0,Basic,Bachelor,2011-01-19,Employed,M,Suburban,Married,Corporate,2,4,Call Center,Two-Door Car,Large,1
ER49844,Arizona,0,Basic,College,2011-01-19,Employed,M,Rural,Married,Personal,1,4,Call Center,Four-Door Car,Midsize,1
AU91447,Oregon,1,Basic,Doctor,2011-01-14,Employed,M,Suburban,Married,Special,2,1,Agent,SUV,Large,1
SK58227,California,1,Basic,High School or Below,2011-02-03,Employed,F,Urban,Single,Personal,2,1,Agent,SUV,Small,2
HG23705,Arizona,0,Basic,Bachelor,2011-01-05,Employed,F,Rural,Single,Personal,3,2,Agent,Four-Door Car,Midsize,1
MV93555,Oregon,0,Extended,High School or Below,2011-01-14,Employed,F,Suburban,Single,Personal,3,2,Web,SUV,Midsize,1
VQ20924,Arizona,0,Extended,High School or Below,2011-02-10,Disabled,F,Suburban,Married,Corporate,3,2,Agent,Two-Door Car,Large,2
DF65548,California,0,Premium,Master,2011-01-24,Employed,F,Suburban,Married,Personal,2,1,Agent,Two-Door Car,Small,1
PA28328,California,1,Extended,College,2011-01-06,Employed,F,Urban,Married,Corporate,3,2,Branch,Four-Door Car,Midsize,1
WY31530,Oregon,0,Basic,Doctor,2011-02-15,Unemployed,M,Rural,Married,Personal,2,2,Branch,Two-Door Car,Midsize,2
LV89056,California,0,Extended,Bachelor,2011-01-18,Unemployed,F,Suburban,Single,Personal,2,1,Call Center,Four-Door Car,Midsize,1
KC49055,Oregon,0,Extended,Bachelor,2011-01-21,Employed,M,Suburban,Married,Personal,2,4,Agent,Two-Door Car,Midsize,1
OY70124,Washington,1,Basic,Bachelor,2011-01-07,Employed,F,Urban,Married,Personal,3,1,Branch,SUV,Midsize,1
OT94107,Oregon,0,Extended,Bachelor,2011-02-14,Employed,F,Suburban,Single,Personal,2,2,Branch,Four-Door Car,Small,2
CF27806,California,1,Extended,Bachelor,2011-02-17,Employed,F,Suburban,Married,Personal,3,2,Agent,SUV,Midsize,2
EK50729,Oregon,0,Basic,Bachelor,2011-01-17,Unemployed,M,Suburban,Divorced,Personal,3,1,Branch,Four-Door Car,Midsize,1
TF53472,Oregon,0,Basic,Bachelor,2011-02-01,Employed,F,Urban,Divorced,Personal,3,1,Agent,Four-Door Car,Midsize,2
PG50529,California,0,Basic,High School or Below,2011-02-10,Employed,F,Suburban,Married,Personal,3,1,Call Center,Four-Door Car,Small,2
QT46509,Oregon,0,Extended,College,2011-01-31,Disabled,M,Suburban,Married,Personal,3,3,Branch,Four-Door Car,Small,1
LI72489,Nevada,0,Premium,Bachelor,2011-02-26,Employed,M,Rural,Married,Corporate,3,4,Web,SUV,Midsize,2
MF74413,Oregon,1,Extended,High School or Below,2011-01-31,Unemployed,M,Suburban,Married,Personal,3,1,Agent,SUV,Midsize,1
SI58884,California,0,Basic,College,2011-01-22,Retired,M,Suburban,Married,Personal,3,2,Web,SUV,Large,1
KG53604,Oregon,1,Basic,College,2011-01-28,Employed,M,Rural,Married,Personal,1,1,Branch,Four-Door Car,Midsize,1
JS12902,Oregon,0,Basic,High School or Below,2011-02-16,Medical Leave,F,Rural,Married,Corporate,3,3,Branch,Sports Car,Midsize,2
LL14393,Oregon,0,Basic,High School or Below,2011-01-05,Employed,M,Suburban,Married,Personal,2,3,Call Center,Four-Door Car,Midsize,1
GA72966,Oregon,1,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Divorced,Personal,3,1,Agent,Luxury SUV,Midsize,2
WS36101,Oregon,0,Basic,High School or Below,2011-01-19,Unemployed,M,Suburban,Married,Personal,3,2,Agent,Four-Door Car,Midsize,1
XT45580,Oregon,0,Basic,College,2011-02-25,Employed,F,Suburban,Single,Corporate,3,3,Branch,SUV,Large,2
RY23571,California,0,Basic,Bachelor,2011-01-01,Employed,F,Rural,Married,Personal,3,2,Branch,Four-Door Car,Midsize,1
NB82190,Oregon,0,Basic,College,2011-02-09,Employed,M,Rural,Single,Personal,1,2,Branch,Two-Door Car,Midsize,2
XG14438,Arizona,1,Extended,College,2011-01-08,Unemployed,M,Suburban,Single,Personal,3,1,Agent,SUV,Midsize,1
FV58292,Oregon,1,Basic,Bachelor,2011-02-06,Employed,M,Suburban,Single,Personal,3,2,Call Center,Four-Door Car,Small,2
EF52334,Washington,0,Extended,Bachelor,2011-02-07,Unemployed,M,Suburban,Divorced,Personal,1,3,Agent,Four-Door Car,Midsize,2
ZV17267,Oregon,0,Extended,Bachelor,2011-01-09,Employed,F,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Small,1
RH71877,Arizona,1,Basic,College,2011-02-01,Medical Leave,F,Suburban,Single,Personal,3,1,Web,Two-Door Car,Midsize,2
GS23406,California,0,Basic,High School or Below,2011-01-20,Employed,F,Rural,Single,Personal,3,3,Branch,Four-Door Car,Midsize,1
VZ66567,California,0,Basic,Bachelor,2011-01-27,Unemployed,M,Suburban,Divorced,Personal,2,1,Branch,SUV,Large,1
VP57785,Oregon,1,Basic,College,2011-02-01,Medical Leave,F,Suburban,Single,Personal,1,1,Web,Two-Door Car,Midsize,2
NS51605,Oregon,1,Basic,Master,2011-01-31,Disabled,M,Suburban,Divorced,Personal,2,1,Call Center,Four-Door Car,Small,1
QV48556,Arizona,0,Basic,Master,2011-01-05,Disabled,F,Suburban,Divorced,Corporate,3,1,Agent,Two-Door Car,Midsize,1
PR10005,Oregon,0,Basic,Bachelor,2011-02-01,Employed,M,Rural,Divorced,Personal,3,4,Web,Four-Door Car,Midsize,2
IF80474,Washington,0,Premium,College,2011-02-12,Employed,M,Rural,Married,Personal,3,2,Call Center,Four-Door Car,Midsize,2
NE73773,Oregon,0,Basic,High School or Below,2011-02-10,Unemployed,M,Suburban,Divorced,Personal,3,1,Branch,SUV,Small,2
WM72573,California,0,Extended,College,2011-02-20,Disabled,M,Suburban,Married,Personal,2,3,Web,SUV,Small,2
NX71501,California,0,Basic,Doctor,2011-01-03,Employed,F,Rural,Married,Personal,1,1,Agent,Four-Door Car,Small,1
LR79755,California,0,Basic,College,2011-01-15,Employed,M,Urban,Divorced,Personal,3,2,Branch,Four-Door Car,Midsize,1
KC26486,Arizona,1,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Divorced,Personal,2,1,Agent,Luxury SUV,Midsize,2
DY22077,Arizona,1,Basic,Bachelor,2011-02-18,Employed,M,Suburban,Single,Corporate,2,1,Agent,Four-Door Car,Midsize,2
UV54104,Oregon,1,Basic,Bachelor,2011-01-15,Retired,M,Suburban,Divorced,Personal,3,1,Agent,Four-Door Car,Large,1
SG66076,Arizona,0,Extended,Bachelor,2011-01-04,Disabled,M,Suburban,Single,Personal,1,1,Branch,Sports Car,Midsize,1
GW52309,Nevada,0,Basic,High School or Below,2011-01-08,Employed,F,Suburban,Married,Personal,3,1,Branch,SUV,Midsize,1
DC46965,Nevada,0,Basic,Master,2011-02-17,Medical Leave,M,Rural,Married,Personal,3,1,Agent,Four-Door Car,Midsize,2
JK57654,California,1,Extended,Doctor,2011-01-18,Employed,M,Suburban,Divorced,Personal,3,2,Agent,Sports Car,Midsize,1
QO62792,Oregon,1,Extended,College,2011-01-14,Employed,M,Suburban,Single,Personal,3,2,Agent,Luxury SUV,Small,1
XI56955,Washington,1,Basic,Bachelor,2011-02-08,Unemployed,F,Suburban,Married,Personal,2,1,Call Center,Four-Door Car,Midsize,2
NR99710,Arizona,0,Basic,High School or Below,2011-01-12,Disabled,F,Suburban,Married,Personal,2,1,Branch,Two-Door Car,Midsize,1
QH90382,Oregon,0,Premium,Master,2011-01-19,Employed,F,Rural,Married,Personal,2,2,Branch,Two-Door Car,Small,1
SI30451,Arizona,0,Basic,College,2011-02-27,Employed,F,Urban,Married,Personal,1,1,Agent,Four-Door Car,Midsize,2
UM39817,Oregon,1,Basic,Bachelor,2011-01-12,Disabled,F,Suburban,Married,Personal,3,2,Call Center,Four-Door Car,Midsize,1
YG98004,Oregon,0,Premium,Master,2011-02-18,Employed,F,Rural,Married,Corporate,3,1,Agent,Four-Door Car,Midsize,2
KF80172,Nevada,1,Basic,College,2011-02-20,Employed,M,Urban,Single,Personal,3,2,Agent,Four-Door Car,Midsize,2
LD95617,California,0,Basic,Bachelor,2011-01-02,Unemployed,M,Suburban,Divorced,Corporate,1,3,Agent,Four-Door Car,Large,1
YJ24476,Nevada,0,Basic,Bachelor,2011-01-07,Medical Leave,F,Suburban,Married,Personal,3,3,Call Center,Four-Door Car,Small,1
LM67096,Oregon,0,Basic,Bachelor,2011-01-17,Unemployed,F,Rural,Divorced,Corporate,2,1,Web,Four-Door Car,Midsize,1
FB21121,California,0,Basic,Bachelor,2011-01-25,Employed,F,Suburban,Married,Corporate,2,4,Branch,Two-Door Car,Midsize,1
LW91009,Washington,0,Basic,College,2011-02-16,Disabled,M,Suburban,Divorced,Personal,3,1,Agent,Four-Door Car,Midsize,2
RD28560,Washington,1,Basic,Bachelor,2011-01-07,Employed,F,Urban,Married,Corporate,2,1,Branch,SUV,Midsize,1
DD22139,Washington,0,Basic,College,2011-02-14,Unemployed,F,Suburban,Divorced,Corporate,3,1,Branch,Two-Door Car,Small,2
LN50415,Oregon,0,Extended,Bachelor,2011-02-23,Employed,M,Urban,Married,Corporate,3,2,Web,SUV,Midsize,2
OP62891,Oregon,0,Basic,High School or Below,2011-01-07,Unemployed,F,Suburban,Single,Personal,2,4,Agent,Two-Door Car,Midsize,1
AG39150,Oregon,0,Basic,Bachelor,2011-02-04,Unemployed,M,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,2
IJ40048,California,0,Basic,Bachelor,2011-01-31,Employed,M,Urban,Single,Corporate,2,1,Branch,Four-Door Car,Midsize,1
PX86841,Arizona,1,Extended,College,2011-01-09,Employed,F,Suburban,Married,Special,2,2,Agent,Four-Door Car,Midsize,1
ES87355,Oregon,0,Basic,Bachelor,2011-01-15,Employed,F,Suburban,Married,Personal,3,1,Agent,Two-Door Car,Small,1
EZ85603,Arizona,0,Premium,College,2011-01-06,Unemployed,F,Suburban,Married,Personal,3,1,Branch,SUV,Midsize,1
YJ96611,Arizona,0,Basic,High School or Below,2011-02-26,Unemployed,F,Suburban,Single,Special,1,1,Web,Sports Car,Midsize,2
UB18338,Oregon,1,Basic,Bachelor,2011-02-05,Retired,M,Suburban,Divorced,Personal,1,1,Branch,SUV,Midsize,2
TF67147,Oregon,1,Basic,Bachelor,2011-01-29,Retired,F,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Midsize,1
FY83287,Washington,0,Basic,Doctor,2011-01-25,Employed,M,Rural,Divorced,Personal,1,2,Agent,Two-Door Car,Large,1
JO11457,Oregon,0,Basic,High School or Below,2011-02-08,Unemployed,M,Suburban,Single,Personal,2,1,Agent,Two-Door Car,Midsize,2
BS94221,Arizona,0,Basic,College,2011-01-11,Disabled,F,Suburban,Married,Special,2,4,Branch,Two-Door Car,Large,1
CB64729,Nevada,0,Premium,Bachelor,2011-02-25,Employed,M,Suburban,Single,Personal,2,4,Call Center,Four-Door Car,Midsize,2
XB32430,California,0,Basic,Bachelor,2011-01-23,Employed,M,Rural,Married,Personal,2,4,Branch,Four-Door Car,Midsize,1
LN43251,Oregon,0,Extended,High School or Below,2011-01-05,Unemployed,M,Suburban,Single,Personal,3,1,Web,SUV,Midsize,1
BX20227,Oregon,1,Extended,College,2011-01-09,Employed,F,Suburban,Married,Personal,3,2,Agent,Four-Door Car,Midsize,1
PC12390,Nevada,0,Basic,Master,2011-02-07,Employed,M,Rural,Single,Corporate,1,1,Call Center,Four-Door Car,Midsize,2
XQ44462,Oregon,1,Basic,College,2011-02-15,Employed,M,Suburban,Single,Corporate,2,2,Call Center,Four-Door Car,Small,2
GF59560,Oregon,0,Basic,College,2011-01-20,Employed,F,Urban,Married,Personal,2,1,Call Center,Four-Door Car,Midsize,1
FE67098,Nevada,0,Basic,College,2011-01-24,Employed,M,Suburban,Married,Personal,3,1,Call Center,SUV,Small,1
LO98108,Oregon,0,Basic,Bachelor,2011-02-16,Unemployed,M,Suburban,Married,Personal,3,2,Branch,Two-Door Car,Large,2
SP94430,California,0,Basic,Bachelor,2011-01-13,Employed,F,Urban,Single,Personal,3,1,Agent,Four-Door Car,Midsize,1
SH44158,Oregon,0,Basic,Bachelor,2011-02-22,Unemployed,M,Suburban,Married,Special,3,4,Call Center,Four-Door Car,Large,2
WY41435,Nevada,0,Extended,College,2011-02-18,Employed,F,Rural,Single,Personal,3,4,Web,Four-Door Car,Midsize,2
MR77933,Arizona,1,Premium,Bachelor,2011-02-16,Disabled,F,Suburban,Divorced,Personal,2,1,Agent,Four-Door Car,Midsize,2
WJ38827,Oregon,0,Extended,High School or Below,2011-01-21,Unemployed,M,Suburban,Married,Corporate,2,1,Agent,Two-Door Car,Small,1
TM33419,Washington,0,Extended,College,2011-01-20,Employed,F,Rural,Single,Personal,2,1,Branch,SUV,Midsize,1
QF91596,Nevada,0,Basic,Bachelor,2011-01-21,Employed,F,Urban,Single,Personal,3,4,Agent,Four-Door Car,Midsize,1
DB16336,Nevada,1,Extended,College,2011-02-19,Unemployed,F,Suburban,Divorced,Corporate,3,2,Agent,Four-Door Car,Midsize,2
JB20891,Arizona,1,Extended,High School or Below,2011-02-19,Retired,F,Suburban,Divorced,Personal,1,1,Agent,Four-Door Car,Large,2
WE68750,Oregon,0,Basic,Bachelor,2011-01-24,Employed,M,Rural,Single,Corporate,2,1,Call Center,Two-Door Car,Midsize,1
RN65450,California,0,Extended,College,2011-01-30,Unemployed,M,Suburban,Single,Personal,2,1,Branch,Four-Door Car,Small,1
BW79345,Nevada,0,Basic,High School or Below,2011-01-30,Employed,F,Suburban,Divorced,Personal,2,2,Call Center,Two-Door Car,Midsize,1
OZ64384,Oregon,1,Basic,Bachelor,2011-01-14,Employed,F,Urban,Married,Personal,3,2,Branch,SUV,Midsize,1
KV99077,Nevada,0,Basic,College,2011-02-08,Employed,M,Suburban,Divorced,Personal,1,1,Web,Two-Door Car,Small,2
NY24020,Arizona,0,Extended,High School or Below,2011-02-24,Employed,M,Urban,Divorced,Personal,3,2,Web,Two-Door Car,Midsize,2
